acid,currency,curve_type,yield_tomaturity,vir_model,asset_type,valdate,maturity,duration,oas,market_value_usd,convexity,oas_fv,credit_loss_fv,tax_benefit_fv,credit_fv_valdate,shift_yield,shift_yield_fv,termspread,credit_free_yield_fv,termspread_fv,rollspread,rollspread_fv,yield_tomaturity_fv,fx_usd_unhedged_1,fx_usd_unhedged_10,fx_usd_unhedged_20,fx_usd_unhedged_30,fx_usd_unhedged_fair,fx_usd_hedged_fair,local_nominal_1,local_real_1,usd_unhedged_1,usd_hedged_1,fx_usd_hedged_1,income_contrib_1,rollyield_contrib_1,creditloss_contrib_1,price_contrib_1,inflation_contrib_1,local_nominal_10,local_real_10,usd_unhedged_10,usd_hedged_10,fx_usd_hedged_10,income_contrib_10,rollyield_contrib_10,creditloss_contrib_10,price_contrib_10,inflation_contrib_10,local_nominal_20,local_real_20,usd_unhedged_20,usd_hedged_20,fx_usd_hedged_20,income_contrib_20,rollyield_contrib_20,creditloss_contrib_20,price_contrib_20,inflation_contrib_20,local_nominal_30,local_real_30,usd_unhedged_30,usd_hedged_30,fx_usd_hedged_30,income_contrib_30,rollyield_contrib_30,creditloss_contrib_30,price_contrib_30,inflation_contrib_30,nominal_vir_fair,real_vir_fair,usd_unhedged_fair,usd_hedged_fair,income_contrib_fair,rollyield_contrib_fair,creditloss_contrib_fair,price_contrib_fair,inflation_contrib_fair,missing_components
UK T: 5-15,GBP,nominal,4.738836772992854,composite,Conventional,2026-05-31,9.108112017210916,7.507720277290291,-0.017011117616786378,933804.0470127908,0.69360176119395,0.0,0.0,0.0,,4.8271,4.0,-0.07125210939035993,3.9352760436481824,-0.06472395635181805,0.08293971866247296,0.054698638500779925,3.9352760436481824,0.13710548811991632,0.015385761972025902,0.00914283710487318,0.007070403511105328,0.0029382957884427348,-0.003879728419010631,0.05512029275005258,0.02083717753774333,0.19978307551277757,0.05265869662185325,-0.0023330004598655085,0.04738836772992854,0.005693737067737876,0.0,0.0016754413664533741,0.0335833333333333,0.052734247715043446,0.02894922147283709,0.06893136627018684,0.047931389181987805,-0.004562270623835185,0.04563331944787751,0.004679556911886114,0.0,0.0020999876291801205,0.023115840651650954,0.05078138462898624,0.028104109013973456,0.06038850766148219,0.04527306349134678,-0.005242119072735863,0.04363030244217967,0.004172466833960231,0.0,0.0026681211287496393,0.022057372805135422,0.049086917031490186,0.026800425734716443,0.05650438485312432,0.04386236294747331,-0.004980096500297959,0.04220445510694706,0.0040034368079849385,0.0,0.002590000609839589,0.021704793588127824,0.043018137192516175,0.02156526659404129,0.04608283299229826,0.03897151008410672,0.03935276043648182,0.0036653767560343503,0.0,-0.0001372475176849746,0.021,
UK T: 5-7,GBP,nominal,4.405548420849323,Cashflow,Conventional,2026-05-31,5.875373121769929,5.3090750638384465,-0.051571025279957744,262928.52352385025,0.32183284492318004,0.0,0.0,0.0,,4.8271,4.0,-0.36998055387071904,3.7687835809592936,-0.23121641904070644,0.09327720120808891,0.09872388147610511,3.7687835809592936,0.1371054881199163,0.015385761972025902,0.00914283710487318,0.007070403511105328,0.002938295788442735,-0.0038797284190106307,0.04911640923506844,0.015028373040459675,0.19295602661785627,0.04666882016987062,-0.0023330004598655085,0.04405548420849323,0.004981073463976689,0.0,-0.00013303906822093037,0.0335833333333333,0.048300335756346735,0.0246154874199338,0.06442923519748867,0.04351770592956905,-0.004562270623835185,0.043051017428988106,0.005111199218739005,0.0,-7.81425070178754e-05,0.023115840651650954,0.04748832225598698,0.024882115356258172,0.05706533735563046,0.04199726374342072,-0.005242119072735862,0.04150668911929052,0.00517626209612016,0.0,0.0005640679907323864,0.022057372805135422,0.04632821972230561,0.02410033337291373,0.05372618244079885,0.04111740421710364,-0.004980096500297959,0.040233738016057986,0.005197949721913882,0.0,0.0006573949901371723,0.021704793588127824,0.04292916078309426,0.02147812025768281,0.04599359514386725,0.038882878878989,0.03768783580959294,0.005241324973501319,0.0,-0.00018936740472363933,0.021,
UK T: 7-10,GBP,nominal,4.7124346767153975,Cashflow,Conventional,2026-05-31,8.55931371230292,7.212339983333548,-0.007782312096705118,374566.4925295282,0.6020481968802938,0.0,0.0,0.0,,4.8271,4.0,-0.10688301118789667,3.93757026086646,-0.062429739133539996,0.09969999999999946,0.043333333333333446,3.93757026086646,0.1371054881199163,0.015385761972025902,0.00914283710487318,0.007070403511105328,0.002938295788442735,-0.0038797284190106307,0.05536383091061503,0.021072802622541298,0.20006000409171976,0.052901666607775066,-0.0023330004598655085,0.04712434676715398,0.006784167399656278,0.0,0.0010772025184502265,0.0335833333333333,0.052422453495929444,0.028644471798630722,0.06861477485943324,0.04762101745248026,-0.004562270623835185,0.04549843189583376,0.004954757362883746,0.0,0.0016597183084221534,0.023115840651650954,0.0503835067181313,0.02771481784359331,0.059986992017700747,0.044877271303876975,-0.005242119072735862,0.04357432975224918,0.004040052344497478,0.0,0.0024748098353029047,0.022057372805135422,0.048681004435704,0.02640313622571777,0.05609560229149557,0.04345847183558482,-0.004980096500297959,0.04217478737105433,0.0037351506717020555,0.0,0.002498440386923706,0.021704793588127824,0.04250104993477582,0.021058814823482708,0.045564226379246175,0.038456428984495306,0.0393757026086646,0.0031253473261112124,0.0,-0.00011803174832136776,0.021,
US ABS,USD,nominal,4.8652707765819105,Cashflow,Conventional,2026-05-31,11.258677560473961,2.205257817668087,0.856897898273224,389412.5295439032,0.09973270970201877,0.75,-0.178,0.0,2023-12-31,4.4589,4.4,-0.45052712169131315,4.41888016340711,0.018880163407109407,0.05661999999999967,0.01499999999999968,5.16888016340711,0.0,0.0,0.0,0.0,0.0,0.0,0.048363275708836584,0.017499135272245114,0.048363275708836584,0.048363275708836584,0.0,0.048652707765819106,0.0011568341459923179,-0.00178,0.00034943976902379603,0.030333333333333323,0.04836458528459464,0.02252353753260139,0.04836458528459464,0.04836458528459464,0.0,0.05015147500653251,0.0007438114093212619,-0.00178,-0.0006647313578644898,0.025271836591995722,0.04953151432473857,0.02429721397954121,0.04953151432473857,0.04953151432473857,0.0,0.0510011258203018,0.0005373000409857341,-0.00178,-0.0001548329912288704,0.024635720961456498,0.04981425602912126,0.024785139348644458,0.04981425602912126,0.04981425602912126,0.0,0.05123035109155821,0.0004684629182072248,-0.00178,-3.4758171522653036e-05,0.02442377013427932,0.05023959030672131,0.02562459990890731,0.050239590306721205,0.050239590306721205,0.0516888016340711,0.00033078867265020603,-0.00178,7.19194627611941e-05,0.024,
US Agg,USD,nominal,4.654137152419392,composite,Conventional,2026-05-31,8.546996747698586,5.883910078070162,0.21936346284631456,30601122.552265957,0.42546487654968124,0.43779804173346487,-0.13872668250584413,0.0,2023-12-31,4.4589,4.3999999999999995,-0.02412631042692135,4.011643560783964,-0.38835643921603563,0.0670225806717487,0.14072478697486981,4.449441602517429,0.0,0.0,0.0,0.0,0.0,0.0,0.04786347794249402,0.017014051707370508,0.04786347794249402,0.04786347794249402,0.0,0.04654137152419393,0.0028113877559399554,-0.0013872668250584416,-0.00015131056411069578,0.030333333333333323,0.04778630689287358,0.02195951307481141,0.04778630689287358,0.04778630689287358,0.0,0.04575276654963509,0.0037933890409803266,-0.0013872668250584416,-0.00044143404478028147,0.02527183659199572,0.04750947665000615,0.022323792954520753,0.04750947665000615,0.04750947665000615,0.0,0.04520457878740469,0.004284389683500513,-0.0013872668250584416,-0.0006657565531486287,0.02463572096145649,0.04734945040244285,0.022379098315103044,0.04734945040244285,0.04734945040244285,0.0,0.04496785786666123,0.004448056564340575,-0.0013872668250584416,-0.000753527179170575,0.024423770134279318,0.047882539526136546,0.023322792505992753,0.04788253952613657,0.04788253952613657,0.04449441602517428,0.0047753903260206974,-0.0013872668250584416,-0.00011388156167957183,0.023999999999999997,
US Agg: 1-10,USD,nominal,4.503496014734252,composite,Conventional,2026-05-31,5.573888741751704,4.229989756238109,0.1799932214455374,25199012.352661297,-0.02340144812667401,0.3737138884772161,-0.08957512616156507,0.0,2023-12-31,4.4589,4.4,-0.13539720671128455,3.8954892938792565,-0.5045107061207437,0.0788926918216929,0.16925076545005696,4.269203182356472,0.0,0.0,0.0,0.0,0.0,0.0,0.04707514073695133,0.01624892339400005,0.04707514073695133,0.04707514073695133,0.0,0.045034960147342526,0.003129628587117376,-0.0008957512616156508,-0.00027939482380448175,0.03033333333333332,0.04702642244197576,0.02121835894984912,0.04702642244197576,0.04702642244197576,0.0,0.04411316740164252,0.004356595101626333,-0.0008957512616156508,-0.000661238261044853,0.025271836591995722,0.04677796778083693,0.02160987204174716,0.04677796778083693,0.04677796778083693,0.0,0.043483587112603625,0.0049700783588808115,-0.0008957512616156508,-0.0009032399987525829,0.024635720961456494,0.046635556486079775,0.02168222468021123,0.046635556486079775,0.046635556486079775,0.0,0.04321973534959065,0.005174572777965639,-0.0008957512616156508,-0.000988916464442984,0.02442377013427932,0.04737984217808437,0.02283187712703556,0.0473798421780844,0.0473798421780844,0.04269203182356473,0.00558356161613529,-0.0008957512616156508,-0.00017493105414034279,0.024,
US Agg: 1-3,USD,nominal,4.097519765053752,composite,Conventional,2026-05-31,1.9631378551569252,1.8511603610397613,0.09233674195185891,6824660.463373157,0.04718029839297419,0.1733837899262352,-0.053256169096171146,0.0,2023-12-31,4.4589,4.4,-0.45371697689810686,3.3663674538608683,-1.0336325461391318,0.13703939280711042,0.32616032314479837,3.5397512437871037,0.0,0.0,0.0,0.0,0.0,0.0,0.04237677468827374,0.011688878701009748,0.04237677468827374,0.04237677468827374,0.0,0.040975197650537525,0.002885561267827737,-0.0005325616909617114,-0.0010009126590620587,0.030333333333333327,0.04090909873103495,0.015251820620585369,0.04090909873103495,0.04090909873103495,0.0,0.0385977643048376,0.004460631396267745,-0.0005325616909617114,-0.0016910880907236314,0.02527183659199572,0.039755702741865476,0.014756446092101182,0.039755702741865476,0.039755702741865476,0.0,0.037078625871354326,0.005248166460487748,-0.0005325616909617114,-0.002118512651809651,0.024635720961456498,0.03933885937260696,0.014559491563118131,0.03933885937260696,0.03933885937260696,0.0,0.0365182547268599,0.005510678148561085,-0.0005325616909617114,-0.0022397165627697185,0.02442377013427932,0.04090065227161707,0.016504543234001127,0.040900652271617134,0.040900652271617134,0.03539751243787104,0.006035701524707752,-0.0005325616909617114,-0.0001806426190779179,0.024,
US Agg: 10+,USD,nominal,5.356826980854327,composite,Conventional,2026-05-31,22.415537484452628,13.598887573940848,0.40301228945819045,5402110.199604658,2.519274081152898,0.7367288872449528,-0.3680020267153455,0.0,2023-12-31,4.4589,4.4,0.49491469139613675,4.553463830714826,0.15346383071482506,0.011652537032728387,0.007660769876404074,5.290192717959779,0.0,0.0,0.0,0.0,0.0,0.0,0.05154080369974846,0.020583115852230806,0.05154080369974846,0.05154080369974846,0.0,0.053568269808543276,0.001326902186477135,-0.003680020267153455,0.0004461590770012891,0.030333333333333323,0.05133091019736946,0.025416745759830967,0.05133091019736946,0.05133091019736946,0.0,0.053400940625517805,0.0011662237379935316,-0.003680020267153455,0.0005838780936546815,0.025271836591995722,0.05092171748723036,0.02565399193882166,0.05092171748723036,0.05092171748723036,0.0,0.053232421402557795,0.0010858845137517302,-0.003680020267153455,0.0004420231955437551,0.024635720961456498,0.050679523457642525,0.025629777528416373,0.050679523457642525,0.050679523457642525,0.0,0.053122256661571124,0.0010591047723377963,-0.003680020267153455,0.0003444840216556564,0.024423770134279325,0.05022745220195426,0.025612746290970934,0.050227452201954216,0.050227452201954216,0.05290192717959779,0.0010055452895099289,-0.003680020267153455,0.00017089362020310302,0.024,
US CMBS: Erisa Eligible,USD,nominal,4.681868379454316,Cashflow,Conventional,2026-05-31,14.947975063938438,3.592138861771078,0.5725406926458361,433206.9888488208,0.19080645827827147,1.3,-0.378,0.0,2023-12-31,4.4589,4.4,-0.34957231319152005,4.474219625959076,0.07421962595907594,0.05661999999999967,0.01499999999999968,5.774219625959076,0.0,0.0,0.0,0.0,0.0,0.0,0.036906305249995386,0.0063794615820078615,0.036906305249995386,0.036906305249995386,0.0,0.04681868379454315,0.0018843642041078603,-0.00378,-0.007580715662922399,0.030333333333333323,0.04000961810398196,0.014374511213508745,0.04000961810398196,0.04000961810398196,0.0,0.051866789403814575,0.0012115925166867553,-0.00378,-0.008721956953952281,0.025271836591995722,0.04582122540429778,0.020676132999698726,0.04582122540429778,0.04582122540429778,0.0,0.054885480331702666,0.000875206672976203,-0.00378,-0.0057011213904206715,0.024635720961456498,0.04751013818772143,0.022535955067126245,0.04751013818772143,0.04751013818772143,0.0,0.055837718974332005,0.0007630780584060188,-0.00378,-0.004882115384376884,0.02442377013427932,0.054501017088856414,0.029786149500836467,0.05450101708885646,0.05450101708885646,0.05774219625959076,0.0005388208292656503,-0.00378,0.00017955520244949952,0.024,
US Corp,USD,nominal,5.130153512889048,composite,Conventional,2026-05-31,10.929031823215185,6.989748768924107,0.7046022306694838,6519457.758330909,0.9484791108446389,1.3156564238044104,-0.5416406981708548,0.0,2025-08-31,4.4589,4.4,-0.03334871778043563,4.068308723881578,-0.33169127611842214,0.05024906587177561,0.12459654684589175,5.383965147685988,0.0,0.0,0.0,0.0,0.0,0.0,0.04448741832275617,0.01373738433137129,0.04448741832275617,0.04448741832275617,0.0,0.05130153512889047,0.0018936972773514844,-0.005416406981708549,-0.0029411749265318026,0.03033333333333332,0.046454128795442765,0.020660171719782086,0.046454128795442765,0.046454128795442765,0.0,0.05257621248547671,0.0030454146079867458,-0.005416406981708549,-0.003414534276573638,0.025271836591995715,0.048397270952320603,0.0231902416681001,0.048397270952320603,0.048397270952320603,0.0,0.0532889194811683,0.0036212732733043778,-0.005416406981708549,-0.0028106684361606416,0.024635720961456494,0.04892067169720082,0.023912859382119254,0.04892067169720082,0.04892067169720082,0.0,0.05347249681306549,0.0038132261617435863,-0.005416406981708549,-0.0026768556829135062,0.024423770134279325,0.05262037643377334,0.0279495863611067,0.052620376433773285,0.052620376433773285,0.05383965147685988,0.004197131938622008,-0.005416406981708549,0.00011020290401944861,0.023999999999999997,
US Corp (ESG),USD,nominal,5.103809745876534,composite,Conventional,2026-05-31,10.960621707124707,7.019321506238749,0.6787355363966096,3232549.2997476873,0.9585116671741724,1.3137631003219241,-0.5402159754599486,0.0,2025-08-31,4.4589,4.4,-0.03382579052007572,4.06672377520511,-0.33327622479489005,0.05016942464094165,0.1248303524109606,5.380486875527035,0.0,0.0,0.0,0.0,0.0,0.0,0.044144664522259354,0.013404721309213188,0.044144664522259354,0.044144664522259354,0.0,0.05103809745876534,0.0018935307257655048,-0.005402159754599487,-0.0030318763499564256,0.03033333333333332,0.046213036967350254,0.020425022543253568,0.046213036967350254,0.046213036967350254,0.0,0.05241566954219258,0.003056261351986428,-0.005402159754599487,-0.0035166567977158087,0.025271836591995722,0.048243678377256,0.023040341979925567,0.048243678377256,0.048243678377256,0.0,0.05319125664873147,0.003637626665096889,-0.005402159754599487,-0.0028945154480470438,0.0246357209614565,0.04879407908061191,0.02378928491979271,0.04879407908061191,0.04879407908061191,0.0,0.05339579401757776,0.003831415102800377,-0.005402159754599487,-0.002756714201673748,0.024423770134279325,0.0526217009788782,0.02795087986218567,0.05262170097887817,0.05262170097887817,0.05380486875527034,0.004218991978207351,-0.005402159754599487,0.00010846527605978674,0.024,
US Corp: 1-10,USD,nominal,4.791750044752222,composite,Conventional,2026-05-31,4.888787334585562,4.113939686892668,0.6158496587521028,4339412.670397187,0.2508583663891082,1.1476880542737313,-0.4051465640021672,0.0,2025-08-31,4.458900000000001,4.4,-0.2829996139998812,3.818899702003119,-0.581100297996882,0.07782939712313808,0.18467976185419321,4.96658775627685,0.0,0.0,0.0,0.0,0.0,0.0,0.04482734904482258,0.014067307387404674,0.04482734904482258,0.04482734904482258,0.0,0.04791750044752222,0.003080431051988062,-0.004051465640021672,-0.001961951068413999,0.030333333333333327,0.04661897915866871,0.020820958700700148,0.04661897915866871,0.04661897915866871,0.0,0.04883679514938304,0.004533380945050652,-0.004051465640021672,-0.002569029105778557,0.025271836591995722,0.04797340577443002,0.022776567647939183,0.04797340577443002,0.04797340577443002,0.0,0.04933232385607578,0.005259855891581948,-0.004051465640021672,-0.0024709751080732,0.024635720961456498,0.04833510578677719,0.023341254224668793,0.04833510578677719,0.04833510578677719,0.0,0.04944350842497335,0.0055020142070923775,-0.004051465640021672,-0.0024725098999337745,0.02442377013427932,0.05160074276086006,0.026953850352402366,0.051600742760860026,0.051600742760860026,0.0496658775627685,0.005986330838113242,-0.004051465640021672,-5.91097189162375e-05,0.024,
US Corp: 1-3,USD,nominal,4.468864588837462,Cashflow,Conventional,2026-05-31,2.0429172170631915,1.8725012442816547,0.43971864473610517,1291743.9163044728,0.049667830121577924,0.83,-0.250256315352836,0.0,2025-08-31,4.4589,4.4,-0.429754055898643,3.3877250990713743,-1.012274900928626,0.12947478555891445,0.3139915896111529,4.217725099071374,0.0,0.0,0.0,0.0,0.0,0.0,0.04384696526995158,0.013115786415352604,0.04384696526995158,0.04384696526995158,0.0,0.04468864588837462,0.0027699249158003683,-0.00250256315352836,-0.0010658283235930321,0.030333333333333323,0.043704693005148565,0.017978506533860905,0.043704693005148565,0.043704693005148565,0.0,0.04369104318442722,0.0043247106691044765,-0.00250256315352836,-0.0017949949241570229,0.025271836591995722,0.04342602583093669,0.01833852215482845,0.04342602583093669,0.04342602583093669,0.0,0.04301513458757048,0.005102103545756532,-0.00250256315352836,-0.0021871687294159337,0.024635720961456498,0.043296180311987564,0.018422464148049267,0.043296180311987564,0.043296180311987564,0.0,0.0427358400552849,0.005361234504640549,-0.00250256315352836,-0.002301331567946985,0.02442377013427932,0.04555418425959396,0.021049008066009733,0.0455541842595939,0.0455541842595939,0.04217725099071374,0.005879496422408585,-0.00250256315352836,-0.00012154311770229409,0.024,
US Corp: 1-3 (ESG),USD,nominal,4.4298038741742065,Cashflow,Conventional,2026-05-31,2.061026024546192,1.8934702215610315,0.3999058565602774,649062.4187810482,0.05028858625949093,0.83,-0.250256315352836,0.0,2025-08-31,4.4589,4.4,-0.4290019823860707,3.3909846844183145,-1.009015315581686,0.12790294106939015,0.3114563565635331,4.2209846844183145,0.0,0.0,0.0,0.0,0.0,0.0,0.04342585199540627,0.012707070846398771,0.04342585199540627,0.04342585199540627,0.0,0.04429803874174207,0.002769357027953636,-0.00250256315352836,-0.0010947683833049116,0.030333333333333323,0.043467746396894213,0.017747400402006175,0.043467746396894213,0.043467746396894213,0.0,0.04349087738784055,0.00433334519632154,-0.00250256315352836,-0.0018387580794974046,0.025271836591995722,0.043307076147403256,0.018222432425473833,0.043307076147403256,0.043307076147403256,0.0,0.042931349616011846,0.005115339280505495,-0.00250256315352836,-0.002233906487153492,0.024635720961456498,0.04321440929585929,0.01834264267327268,0.04321440929585929,0.04321440929585929,0.0,0.04269084869206894,0.005376003975233479,-0.00250256315352836,-0.0023511383236834993,0.02442377013427932,0.04560461705534423,0.021098258843109452,0.04560461705534413,0.04560461705534413,0.04220984684418314,0.0058973333646894464,-0.00250256315352836,-0.00012231744365809316,0.024,
US Corp: 10+,USD,nominal,5.803750726757288,Cashflow,Conventional,2026-05-31,22.952229697117627,12.714090176944536,0.881265565405215,2180045.087933721,2.3371037380955983,1.65,-0.813334333557035,0.0,2025-08-31,4.4589,4.4,0.46358516135207317,4.564761148485588,0.16476114848558776,-0.004649999999999821,0.004999999999999893,6.214761148485588,0.0,0.0,0.0,0.0,0.0,0.0,0.04381078108687664,0.013080667505865451,0.04381078108687664,0.04381078108687664,0.0,0.05803750726757288,-0.00046851422302038705,-0.00813334333557035,-0.004890334804275032,0.030333333333333323,0.04612599165788467,0.02034012280607267,0.04612599165788467,0.04612599165788467,0.0,0.06001957916535024,8.359514291341313e-05,-0.00813334333557035,-0.005097525087792154,0.025271836591995722,0.049240980990089556,0.024013666052502103,0.049240980990089556,0.049240980990089556,0.0,0.06116458282510306,0.0003596498258803132,-0.00813334333557035,-0.003486833135739942,0.024635720961456498,0.050086249485068235,0.025050648080359394,0.050086249485068235,0.050086249485068235,0.0,0.06149225904502067,0.0004516680535359466,-0.00813334333557035,-0.0030836090499481994,0.02442377013427932,0.05464997265813274,0.0299316139239576,0.05464997265813265,0.05464997265813265,0.062147611484855876,0.0006357045088472132,-0.00813334333557035,0.0004472222369185097,0.024,
US Corp: 10+ (ESG),USD,nominal,5.798032545487813,Cashflow,Conventional,2026-05-31,23.07872145830416,12.80711069122424,0.8733509506338569,1082792.7520823455,2.3679780598018008,1.65,-0.813334333557035,0.0,2025-08-31,4.4589,4.4,0.4657815948539561,4.56539360729152,0.16539360729152008,-0.004650000000000709,0.004999999999999893,6.215393607291521,0.0,0.0,0.0,0.0,0.0,0.0,0.04365631139620718,0.012930745450864256,0.04365631139620718,0.04365631139620718,0.0,0.057980325454878134,-0.00047194202897169634,-0.00813334333557035,-0.004980409249900175,0.030333333333333323,0.04600150964225436,0.020218709136851087,0.04600150964225436,0.04600150964225436,0.0,0.05999097523299482,8.420675279475096e-05,-0.00813334333557035,-0.00518967591170405,0.025271836591995722,0.049164195669937794,0.023938726912102304,0.049164195669937794,0.049164195669937794,0.0,0.06115344315295502,0.0003622811436779747,-0.00813334333557035,-0.0035519204373795077,0.024635720961456498,0.05002368873740548,0.024989578872980145,0.05002368873740548,0.05002368873740548,0.0,0.061486940792941765,0.0004549726073057158,-0.00813334333557035,-0.0031413003513801607,0.02442377013427932,0.054660948271906054,0.029942332296783114,0.05466094827190604,0.05466094827190604,0.06215393607291521,0.0006403555345611984,-0.00813334333557035,0.0004470264026810167,0.024,
US Corp: 3-5,USD,nominal,4.717217249108854,Cashflow,Conventional,2026-05-31,4.0524569927028224,3.631881912841473,0.5779834996596966,1275580.9716564766,0.16093315704383998,1.09,-0.358732014640472,0.0,2025-08-31,4.4589,4.4,-0.3196662505508421,3.73891768875948,-0.6610823112405204,0.047900000000000276,0.16999999999999993,4.82891768875948,0.0,0.0,0.0,0.0,0.0,0.0,0.04479470502172944,0.014035624414489911,0.04479470502172944,0.04479470502172944,0.0,0.04717217249108854,0.002183124217809018,-0.00358732014640472,-0.0008595554426876761,0.030333333333333323,0.04678865307059432,0.020986450335084283,0.04678865307059432,0.04678865307059432,0.0,0.04780734946951636,0.00417866173481976,-0.00358732014640472,-0.0015476766536166586,0.025271836591995722,0.04789250228033115,0.022697609348473424,0.04789250228033115,0.04789250228033115,0.0,0.04812925067855558,0.005176430493325132,-0.00358732014640472,-0.0017936010124299795,0.024635720961456498,0.04818596163128164,0.02319566588530808,0.04818596163128164,0.04818596163128164,0.0,0.048182559414901974,0.005509020079493585,-0.00358732014640472,-0.0018950871531405733,0.02442377013427932,0.05087605599302058,0.02624614843068418,0.050876055993020586,0.050876055993020586,0.0482891768875948,0.006174199251830502,-0.00358732014640472,-9.676692397819764e-05,0.024,
US Corp: 3-5 (ESG),USD,nominal,4.6830501334656205,Cashflow,Conventional,2026-05-31,4.049219018036671,3.6401149064629226,0.5451709931359425,623294.0773415987,0.1612258052995482,1.09,-0.358732014640472,0.0,2025-08-31,4.4589,4.4,-0.32102085967032146,3.738367233066234,-0.6616327669337663,0.04789999999999939,0.16999999999999993,4.828367233066234,0.0,0.0,0.0,0.0,0.0,0.0,0.044358480081593044,0.013612242072073455,0.044358480081593044,0.044358480081593044,0.0,0.0468305013346562,0.0021880730702748424,-0.00358732014640472,-0.0009556824524274976,0.030333333333333323,0.04648993116694489,0.02069509160173366,0.04648993116694489,0.04648993116694489,0.0,0.04761695328285897,0.004188134205630904,-0.00358732014640472,-0.0016606130992483648,0.025271836591995722,0.04770555148643929,0.022515153486290185,0.04770555148643929,0.04770555148643929,0.0,0.048031300306760644,0.005188164773308935,-0.00358732014640472,-0.0018900622438629,0.024635720961456498,0.04803370502864879,0.02304703930412977,0.04803370502864879,0.04803370502864879,0.0,0.04811542431472789,0.005521508295868279,-0.00358732014640472,-0.00198854173634766,0.02442377013427932,0.050884547525244586,0.02625444094262175,0.05088454752524463,0.05088454752524463,0.04828367233066234,0.006188195340986966,-0.00358732014640472,-9.734557207485839e-05,0.024,
US Corp: 5-7,USD,nominal,4.905101955616607,Cashflow,Conventional,2026-05-31,6.072168787259434,5.165794813251463,0.6822858748902338,738791.0469142382,0.3207702779811431,1.31,-0.446509040611456,0.0,2025-08-31,4.4589,4.4,-0.23608391927362682,4.044742786280024,-0.35525721371997676,0.0660999999999996,0.13500000000000023,5.354742786280024,0.0,0.0,0.0,0.0,0.0,0.0,0.04559140754097446,0.014808871764129261,0.04559140754097446,0.04559140754097446,0.0,0.049051019556166066,0.0037705136341922253,-0.00446509040611456,-0.0025882780289994134,0.030333333333333323,0.04878678578263762,0.022935331247179835,0.04878678578263762,0.04878678578263762,0.0,0.05120692829415144,0.005372168316040855,-0.00446509040611456,-0.00318253152330894,0.025271836591995722,0.051200308017823826,0.025925884207355976,0.051200308017823826,0.051200308017823826,0.0,0.052458165578475845,0.006172995656965171,-0.00446509040611456,-0.0028706801187917685,0.024635720961456498,0.051884142434771574,0.02680567661651656,0.051884142434771574,0.051884142434771574,0.0,0.052821253006583954,0.006439938103939943,-0.00446509040611456,-0.0028306786853440347,0.02442377013427932,0.05605616045457516,0.03130484419392099,0.056056160454575066,0.056056160454575066,0.05354742786280024,0.0069738229978894865,-0.00446509040611456,-9.613150409304438e-05,0.024,
US Corp: 5-7 (ESG),USD,nominal,4.885076780755833,Cashflow,Conventional,2026-05-31,6.081049268842512,5.1812848576922965,0.6617548514170031,389560.42189757095,0.32222850181562335,1.31,-0.446509040611456,0.0,2025-08-31,4.4589,4.4,-0.23557807066116965,4.045941651293739,-0.3540583487062614,0.06610000000000049,0.1349999999999998,5.355941651293739,0.0,0.0,0.0,0.0,0.0,0.0,0.0452993074965653,0.014525371235747597,0.0452993074965653,0.0452993074965653,0.0,0.04885076780755833,0.0037818198176296286,-0.00446509040611456,-0.0026877743148528976,0.030333333333333323,0.048584224914282714,0.022737763284103707,0.048584224914282714,0.048584224914282714,0.0,0.05110218472497891,0.005388277187757109,-0.00446509040611456,-0.0032917103315118768,0.025271836591995722,0.05108246475741085,0.025810874298954012,0.05108246475741085,0.05108246475741085,0.0,0.052411788118958164,0.0061915058728208485,-0.00446509040611456,-0.0029568677302796997,0.024635720961456498,0.051792212701319285,0.026715938623185664,0.051792212701319285,0.051792212701319285,0.0,0.05279433091695122,0.006459248767842098,-0.00446509040611456,-0.0029114604215082496,0.02442377013427932,0.05608906066470741,0.031336973305378324,0.05608906066470731,0.05608906066470731,0.053559416512937386,0.006994734557884589,-0.00446509040611456,-9.712382134496877e-05,0.024,
US Corp: 7-10,USD,nominal,5.20635946681187,Cashflow,Conventional,2026-05-31,8.632794961545304,6.759033735745024,0.8352784330503598,1033296.7355219993,0.5633951544151216,1.5,-0.626501976345321,0.0,2025-08-31,4.4589,4.4,-0.08781896623848962,4.295180947051807,-0.10481905294819338,0.05860000000000021,0.0766666666666671,5.795180947051807,0.0,0.0,0.0,0.0,0.0,0.0,0.04554695384922347,0.014765726802869805,0.04554695384922347,0.04554695384922347,0.0,0.0520635946681187,0.00408290697863906,-0.0062650197634532105,-0.003995279118478412,0.030333333333333323,0.04850277730066921,0.0226583232656552,0.04850277730066921,0.04850277730066921,0.0,0.054845816329198424,0.004632416421355137,-0.0062650197634532105,-0.004358855340144574,0.025271836591995722,0.05145086072471927,0.02617041277665111,0.05145086072471927,0.05145086072471927,0.0,0.05647980039985824,0.004907171142713174,-0.0062650197634532105,-0.003376186703788031,0.024635720961456498,0.05228097160893763,0.027193044799230792,0.05228097160893763,0.05228097160893763,0.0,0.056970470090078204,0.00499875604983252,-0.0062650197634532105,-0.0031432331506587863,0.02442377013427932,0.056868715571136076,0.03209835504993741,0.05686871557113604,0.05686871557113604,0.05795180947051807,0.005181925864071214,-0.0062650197634532105,9.189641063422904e-05,0.024,
